"Certification ID","Organisation Name","Date Authorised","Status","Reason for status change","Status effective from date","Measures offered"
"NICI00699","U P H Heating Services","16/08/2013","Withdrawn","non-compliance","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00684","BSCS Plumbing and Heating","09/08/2013","Withdrawn","non-compliance","31/07/2015","Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00681","DMC Plumbing and Heating","09/08/2013","Withdrawn","non-compliance","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00673","Jade Energy Solutions","09/08/2013","Withdrawn","non-compliance","13/07/2015","Cavity wall insulation,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00668","Harvest Renewables Cornwall","09/08/2013","Withdrawn","voluntary withdrawal","22/01/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy,Heating ventilation and air-conditioning controls (including zon"
"NICI00667","Panagia Ltd","02/08/2013","Withdrawn","voluntary withdrawal","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00662","Kellys Energy Efficiency Specialists Ltd","02/08/2013","Withdrawn","voluntary withdrawal","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Heating controls (for wet central heating system and warm air sy"
"NICI00659","Econ Insulations Ltd","09/08/2013","Withdrawn","non-compliance","13/07/2015","Cavity wall insulation,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00655","Evershield Heating Ltd","02/08/2013","Withdrawn","voluntary withdrawal","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Heating controls (for wet central heating system and warm air sy,Heating ventilation and air-conditioning controls (including zon"
"NICI00648","Aqua Right UK Ltd","02/08/2013","Withdrawn","voluntary withdrawal","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00646","A1 Plumbing & Heating","02/08/2013","Withdrawn","non-compliance","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00642","Orchard Construction Services Ltd","26/07/2013","Withdrawn","voluntary withdrawal","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00618","Gaselect Technical Services Ltd","26/07/2013","Withdrawn","voluntary withdrawal","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00614","Hampshire & Surrey Quality Finishing","19/07/2013","Withdrawn","non-compliance","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00595","JSJ Gas Ltd","12/07/2013","Withdrawn","voluntary withdrawal","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Photovoltaics,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00584","John Nicholson Plumbing & Heating","12/07/2013","Withdrawn","non-compliance","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00577","Planet Green Team UK","12/07/2013","Withdrawn","non-compliance","13/07/2015","Cavity wall insulation,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00556","Bromax Ltd","05/07/2013","Withdrawn","non-compliance","31/07/2015","Cavity wall insulation,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"NICI00530","Total Green Frog Energy Ltd","28/06/2013","Withdrawn","non-compliance","13/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Oil-fired condensing boilers,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00523","Humber Energy","28/06/2013","Withdrawn","voluntary withdrawal","17/07/2015","Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00521","Solar 2 Energy Savings Ltd","21/06/2013","Withdrawn","non-compliance","14/08/2015","Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
